prostor,lastnost,vrednost,št. sklicev,opis
S000021,P000053,False,1,"
See Corollary 28.18 (c) of {{doi:10.1016/B978-0-12-622760-4.X5000-6}}.
"
S000021,P000065,True,1,"
In the norm topology, $H$ is an uncountable complete separable metric
space.  By {{doi:10.1007/978-93-86279-42-2}}, Corollary 6.5, every
such space has cardinality $\mathfrak{c}$.
"
S000021,P000068,False,0,"

This space has {S25} as a closed subspace, and {S25|P68}.
"
S000021,P000087,True,1,"
$H$ with the weak topology is a topological vector space under
addition.  In particular, it is an abelian topological group.

See 28.15 of {{doi:10.1016/B978-0-12-622760-4.X5000-6}}.
"
S000021,P000111,True,1,"
By the Banach-Alaoglu theorem (see Theorem 5.2.1 of
{{doi:10.1007/978-93-86279-42-2}}), the closed unit ball (with respect
to the inner product of $H$) is compact in the weak-* topology, which
on a Hilbert space is equivalent to the weak topology.  Since $H$ is a
topological vector space, the same is true for every closed ball.

Let $K_n$ be the closed ball centered at origin with radius $n$, then $K_n$ is compact and $H = \bigcup_{n \in \omega} K_n$.
Suppose $K$ is any (weakly) compact subset of $H$. From the fact that the continuous image of a compact set is compact, we know that $K$ is bounded in the weak topology, that is, $\sup_{y \in K} \left| \left< x, y \right> \right| < + \infty$ for any $x \in H$.

Therefore, $K$ is bounded in norm by [Uniform Boundedness Principle](https://en.wikipedia.org/wiki/Uniform_boundedness_principle), thus contained in some $K_n$.
"
S000021,P000129,False,0,"

The space is non-trivial by definition.
"
S000021,P000140,False,1,"

A direct consequence of the assertion at the beginning of Section 5 of {{doi:10.1285/I15900932V11P273}}, that a Banach space equipped with its weak topology cannot be a $k$-space unless it is finite-dimensional.
"
S000021,P000179,True,1,"
Corollary 7.10 of {{mr:206907}} says that dual of a separable Banach space in its weak* topology is an $\aleph_0$-space. 
Since $\ell^2$ is a separable Banach space with $\ell^2$ as its dual, the weak and weak* topology on $\ell^2$ coincide, and corollary 7.10 applies.
"
S000021,P000199,True,0,"

Same argument as {S30|P199}.
"
S000021,P000204,False,0,"

If $x\in X$ and $x_1, x_2\in X\setminus\{x\}$, then we can find a $2$-dimensional affine subspace $V\subseteq X$ such that $x, x_1, x_2\in V$. Then $V\setminus \{x\}$ is homeomorphic to $\mathbb{R}^2\setminus\{(0, 0)\}$ which is path-connected, so there is a path in $X\setminus \{x\}$ from $x_1$ to $x_2$. It follows that $X\setminus \{x\}$ is path-connected, and so connected, so that $x$ is not a cut point.
"
S000022,P000002,True,1,"

By inspection, every singleton is closed.
"
S000022,P000029,False,1,"

The singletons $\{x\}$ for $x\ne p$ are open and pairwise disjoint.
And there are uncountably many of them.
"
S000022,P000065,True,1,"

By construction.
"
S000022,P000147,True,1,"

The point $p$ is a P-point, since its neighborhoods are the cocountable subsets of $X$ containing the point and a countable intersection of them is still such a neighborhood.
And every isolated point is also a P-point.
"
S000022,P000151,True,1,"

See {{mathse:4727833}}.
"
S000022,P000172,True,1,"

See Proposition 1 in {{mathse:4833761}}, with $\kappa=\omega_1$.
"
S000022,P000203,True,0,"

All points except $p$ are isolated.
"
S000023,P000003,True,1,"

See item #1 for space #26 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000023,P000049,False,1,"

See item #9 for space #26 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000023,P000136,True,1,"

Asserted in {{mathse:4566624}}.
"
S000023,P000181,True,1,"

By definition.

See item #4 for space #26 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000023,P000203,True,0,"

All points except $(0,0)$ are isolated.
"
S000024,P000016,True,1,"

See item #1 for space #27 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000024,P000029,False,1,"

$\{\{y\}\ |\ y \in Y\}$ is an uncountable pairwise disjoint collection of open sets.

Asserted in the General Reference Chart for space #27 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000024,P000051,True,1,"

See item #6 for space #27 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000024,P000065,True,0,"

By definition.
"
S000024,P000084,True,0,"

Each point has a neighbourhood homeomorphic to {S154} and {S154|P3}.
"
S000024,P000085,False,0,"

Let $U\subseteq \mathbb{R}$ be countably infinite. Note that $U$ is a countable union of clopen sets, and hence cozero sets. Since cozero sets are closed under countable unions, $U$ is a cozero set. Then $\overline{U} = U\cup \{\infty_1, \infty_2\}$ which is not open.
"
S000024,P000101,False,0,"

Let $A = \mathbb{R}\cup \{\infty_1\}$ and $f:X\to A$ be defined by $f(x) = x$ for $x\in A$ and $f(\infty_2) = \infty_1$. Then $f$ is a continuous, and so $A$ is a retract of $X$, but $A$ is not closed in $X$.
"
S000024,P000115,False,0,"

Consider the open cover $\mathcal{U} = \{X\setminus\{\infty_1\}, X\setminus\{\infty_2\}\}$. Suppose that $\mathcal{V}$ is a $\sigma$-locally finite closed refinement of $\mathcal{U}$. Since infinite closed subsets of $X$ need to contain both $\infty_1$ and $\infty_2$, $\mathcal{V}$ consists of finite subsets of $X$, each of which does not contain both $\infty_1$ and $\infty_2$. Write $\mathcal{V} = \bigcup_n \mathcal{V}_n$ where $\mathcal{V}_n$ are locally finite. The union of those members of $\mathcal{V}_n$ which contain $\infty_1$ is closed, and so is finite. The same is true for the ones which contain $\infty_2$ and the ones which contain neither. It follows that $\bigcup\mathcal{V}_n$ is finite, and so $X = \bigcup_n \bigcup\mathcal{V}_n$ is countable, which is impossible since $X$ is uncountable.
"
S000024,P000130,True,0,"

Each point has a neighbourhood homeomorphic to {S154} and {S154|P130}.
"
S000024,P000151,True,0,"

$X$ is covered by two copies of {S154}
and {S154|P151}.
"
S000024,P000169,False,0,"

If $\infty_1\in X\setminus A$ where $A$ is finite and $\infty_2\in A$, then $\text{int}(\text{cl}(X\setminus A)) = (X\setminus A) \cup \{\infty_2\}$ so that $X\setminus A$ is not a regular open set.
"
S000024,P000187,True,0,"

Every point has a neighbourhood homeomorphic to {S154} and {S154|P187}.
"
S000024,P000191,False,0,"

Has {S154} as subspace and {S154|P191}.
"
S000025,P000022,False,1,"

The identity map is an unbounded continuous function.

Asserted in the General Reference Chart for space #28 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000025,P000027,True,1,"

See item #2 for space #28 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000025,P000053,True,1,"

By definition.

Asserted in the General Reference Chart for space #28 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000025,P000065,True,1,"

By definition.
"
S000025,P000087,True,0,"

$(\mathbb R,+)$ is a topological group.
"
S000025,P000095,True,0,"

The straight line segment between two points is an arc.
"
S000025,P000123,True,1,"

Evident from the definition of {P123}.
"
S000025,P000133,True,1,"

The standard order on $\mathbb{R}$ induces the Euclidean topology.
"
S000026,P000016,True,1,"

See item #2 for space #29 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000026,P000050,True,1,"

For each $\sigma \in 2^{<\omega}$, let $[\sigma] = \{ x \in 2^\omega\ |\ x \text{ extends } \sigma \text{ as a sequence} \}$. Then $\{ [\sigma]\ |\ \sigma \in 2^{<\omega}\}$ is a clopen basis.

Asserted in the General Reference Chart for space #29 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000026,P000055,True,1,"

See item #2 for space #29 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000026,P000065,True,0,"

$|2^\omega|=2^{\aleph_0}=\mathfrak c$.
"
S000026,P000087,True,1,"

The group with two elements together with the discrete topology is a topological group.
The space $X$ is {P87} as a product of such two element spaces.
"
S000027,P000023,False,2,"

See item #8 for space #30 in {{doi:10.1007/978-1-4612-6290-9_6}}.
See also {{mathse:2934970}}.
"
S000027,P000087,True,1,"

The space is a subgroup of the topological group $(\mathbb R, +)$.
"
S000027,P000133,True,1,"

The topology on $\mathbb Q$ coincides with the topology induced by the usual order inherited from $\mathbb R$.
"
S000027,P000181,True,1,"

By definition.
"
S000028,P000022,False,1,"

The inclusion map $\mathbb{R}\setminus\mathbb{Q} \hookrightarrow \mathbb{R}$ is unbounded.

Asserted in the General Reference Chart for space #31 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000028,P000023,False,1,"

See item #8 for space #31 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000028,P000027,True,1,"

The space is {P27} as a subspace of $\mathbb R$ ({S25}), which is {P27}.
"
S000028,P000050,True,1,"

The family $\{ (r,s) \cap X : r,s\text{ rational with } r < s\}$ is a base consisting of clopen sets.
"
S000028,P000055,True,1,"

See item #5 for space #31 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000028,P000065,True,1,"

$|\mathbb{R} \setminus \mathbb{Q}| = |\mathbb{R}| = \mathfrak{c}$

Asserted in the General Reference Chart for space #31 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000028,P000066,False,1,"

See {{mathse:4727297}} and [this entry in Dan Ma's topology blog](https://dantopology.wordpress.com/2020/02/18/the-space-of-irrational-numbers-is-not-menger/).
"
S000028,P000087,True,1,"

In its Baire space $\omega^\omega$ incarnation, the space is a product of discrete spaces, each admitting a compatible topological group structure ({S2|P87}).
"
S000028,P000133,True,1,"

The topology on the space coincides with the topology induced by the usual order inherited from $\mathbb R$.
"
S000029,P000016,True,1,"

Compactifications are by construction compact.

See item #1 for space #35 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000029,P000041,False,1,"

Asserted in the General Reference Chart for space #35 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000029,P000045,True,1,"

See item #5 for space #35 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000029,P000057,True,1,"

By definition.

Asserted in the General Reference Chart for space #35 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000029,P000080,True,1,"

See {{mathse:4709641}}.
"
S000029,P000084,False,0,"

Suppose the point $\infty$ has a Hausdorff open neighborhood $U$ and let $x\in U\cap\mathbb Q$. The points $\infty$ and $x$ have disjoint open neighborhoods in $U$, which are also open in $X$. Say $\infty\in X\setminus K$ for some compact $K\subseteq\mathbb Q$ and $x\in V$ with $V\cap(X\setminus K)=\emptyset$. So $x\in V\subseteq K\subseteq\mathbb Q$, showing that $K$ is a compact neighborhood of $x$. That is impossible since $\mathbb Q$ is nowhere locally compact.
"
S000029,P000089,True,1,"

Shown in {{mathse:5070817}}.
"
S000029,P000100,True,2,"

See Example 1, p. 43 in {{doi:10.2307/2312998}}.

Also {{mathse:2524171}}.
"
S000029,P000130,False,0,"

The {P130} property is a local property, hence inherited by open sets.
$\mathbb Q$ ({S27}) is open in $X$, but {S27|P130}.
"
S000029,P000138,False,1,"

If $f:\mathbb{Q}\to\mathbb{Q}$ is any homeomorphism of $\mathbb{Q}$, then the map $\tilde{f}:X\to X$ defined by $\tilde{f}\restriction_\mathbb{Q} = f$ and $\tilde{f}(\infty) = \infty$ is a homeomorphism of $X$. By writing $\mathbb{Q} = \bigcup_n Q_n$ where $Q_n$ are open, pairwise disjoint and homeomorphic to $\mathbb{Q}$, for example $Q_0 = (-\infty, \sqrt{2})\cap \mathbb{Q}$ and $Q_n = (\sqrt{2}n, \sqrt{2}(n+1))\cap\mathbb{Q}$, and $h_n:\mathbb{Q}\to Q_n$ are some fixed homeomorphisms, we see that any bijection $g:\mathbb{N}\to\mathbb{N}$ induces a homeomorphism $\hat{g}:\mathbb{Q}\to\mathbb{Q}$ by the formula $\hat{g}(x) = h_{g(n)}(h_n^{-1}(x))$ for $x\in Q_n$. Since there are continuum many such bijections (see {{mo:29475}}), there are continuum many homeomorphisms of $\mathbb{Q}$, and so of $X$.
"
S000029,P000169,False,0,"

Every neighborhood of $\infty$ is dense, and therefore
every regular open neighborhood of $\infty$ is the entire
space.
"
S000029,P000187,False,1,"

For the compactifying point, note that every neighborhood of this point is dense in $\mathbb Q$. For any strategy of P1, during round $n$, P2 may legally choose some point $x_n\in [0,2^{-n})$. As a result, $\{0\}\cup\{x_n:n<\omega\}$ is a compact subset of $\mathbb Q$ and its complement is a neighborhod of the compactifying point, showing that P2's sequence fails to converge.

See {{mathse:4973385}}.
"
S000030,P000026,True,1,"

The countable product of {P26} spaces is {P26}, and
{S25|P26}.

Or, see item #2 for space #36/#37 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000030,P000042,True,1,"

If $(a_i),(b_i) \in U \subset \mathbb{R}^\omega$ for a basic open set $U$ then $f: t \mapsto \big(a_i + t(b_i - a_i)\big)$ is a path in $U$ from $(a_i)$ to $(b_i)$.

Asserted in the General Reference Chart for space #36 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000030,P000055,True,2,"

The countable product of {P55} spaces is {P55}
(see e.g. 24.11 of {{zb:1052.54001}}),
and {S25|P55}.

See item #7 for space #37 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000030,P000066,False,0,"

{S28} is homeomorphic to $\mathbb Z^\omega$, which can be viewed as a closed subspace of {S30}.
And {P66} is preserved by closed subspaces.
But {S28|P66}.
"
S000030,P000087,True,0,"

$\mathbb{R}^\omega$ is a product of topological groups, namely $\mathbb{R}$. See {S25|P87}.
"
S000030,P000184,False,1,"

Every Euclidean space $\mathbb R^n$ embeds into $X$.
Therefore, as explained in {{mathse:5009117}}, $X$ cannot itself be embedded into a fixed $\mathbb R^m$.
"
S000030,P000199,True,0,"

This follows because $X$ has the structure of a topological vector space over the reals, so that there exists a straight line homotopy from the identity map to the constant map with value $0$.
"
S000030,P000204,False,0,"

If $x\in X$ and $x_1, x_2\in X\setminus\{x\}$, then we can find a $2$-dimensional affine subspace $V\subseteq X$ such that $x, x_1, x_2\in V$. Then $V\setminus \{x\}$ is homeomorphic to $\mathbb{R}^2\setminus\{(0, 0)\}$ which is path-connected, so there is a path in $X\setminus \{x\}$ from $x_1$ to $x_2$. It follows that $X\setminus \{x\}$ is path-connected, and so connected, so that $x$ is not a cut point.
"
S000031,P000016,True,1,"

$X$ is compact as a product of compact spaces.
"
S000031,P000036,True,1,"

The space {S29} has the {P36} property.  And the property is preserved by products, as shown in Theorem 26.10 of {{zb:1052.54001}}.
"
S000031,P000041,False,1,"

By Problem 27F.2 of {{zb:1052.54001}}, the product of two nonempty spaces is {P41} iff each factor is.  Since {S29} is not {P41}, neither is $X$.
"
S000031,P000044,False,0,"

Since {S29|P36}, the sets $\mathbb{Q}^*\times \{x\}$ are connected and disjoint. So $X$ is not biconnected.
"
S000031,P000057,True,1,"

By definition.
"
S000031,P000084,False,0,"

It has {S29} as a subspace and {S29|P84}.
"
S000031,P000086,False,0,"

Every neighbourhood of $(\infty, \infty)$ is dense in $X$ while there are neighbourhoods of $x\in \mathbb{Q}\times \mathbb{Q}$ which are not dense, so $X$ cannot be homogeneous. 
"
S000031,P000089,True,1,"

Shown in {{mathse:5070817}}.
"
S000031,P000100,False,1,"

The diagonal $\Delta=\{(x,x):x\in\mathbb Q^*\}\subseteq X$ is homeomorphic to $\mathbb Q^*$ ({S29}), which is {P16}.  But it is not closed in $X=\mathbb Q^*\times\mathbb Q^*$ since $\mathbb Q^*$ is not {P3}.  This shows that $X$ is not {P100}.

See {{mathse:632320}}.
"
S000031,P000101,False,1,"

The diagonal of any non-{P3} space fails to be closed, but
is always a retract of the square under the map $(x,y)\mapsto(x,x)$.

See {{mathse:4762250}}.
"
S000031,P000130,False,1,"

By Theorem 18.6 of {{zb:1052.54001}}, the product of two nonempty spaces is {P130} iff each factor is.  Since {S29} is not {P130}, neither is $X$.
"
S000031,P000138,False,0,"

Since {S29|P138}, there are uncountably many continuous maps $X\to X$.
"
S000031,P000143,True,1,"

The space {S29} has the {P143} property.  And the property is preserved by products, as shown in {{mathse:632320}}.
"
S000031,P000169,False,1,"

Every neighborhood of $(\infty, \infty)$ is dense (consequence of Lemma 2 in {{mathse:5070821}}).
Therefore every regular open neighborhood of $(\infty, \infty)$ is the entire space.
"
